bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_proto=ipv6,L1,ROOT,44,8,1.0,1.0,0.3,0.1,,,,,,,True,0,52,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,1.0
L1_proto=udp|L2_service=others,L2,L1_proto=udp,36,16,0.9722222222222222,0.9375,0.3,0.1,,,,,,,True,0,52,0.9615384615384616,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,0.9615384615384616
ROOT,L1,,46,38,1.0,1.0,0.3,0.1,,,,,,,False,0,65866,0.5506027388941184,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,0.5506027388941184
L1_proto=tcp,L1,ROOT,0,34,,0.2647058823529412,0.3,0.1,,,,,,,True,0,34498,0.35352774073859355,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,0.35352774073859355
L1_proto=udp,L1,ROOT,37,12,0.972972972972973,1.0,0.3,0.1,,,,,,,True,0,23528,0.7249659979598776,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,0.7249659979598776
L1_proto=tcp|L2_service=-,L2,L1_proto=tcp,18815,4665,0.274196120116928,0.2808145766345123,0.3,0.1,0.6053590568060021,0.4830792116028263,0.3193215339233038,0.9916030534351145,0.0,0.8720257234726688,True,4665,23480,0.27551107325383306,0.5831338665089134,0.5835200964721675,bac_regret,-0.022225190297088693,0.28114954603183495,-0.30337473632892364,True,ROOT,,5852.0,0.2682843472317156,0.0,0.8694463431305537,0.6114149008885851,3,0.27551107325383306
L1_proto=udp|L2_service=dns,L2,L1_proto=udp,13646,3410,0.8578337974498021,0.8513196480938416,0.3,0.1,0.008797653958944282,0.9982776438167413,0.9982776438167413,0.9982776438167413,0.0,0.8513196480938416,False,3410,17056,0.856531425891182,0.9942078554389426,0.9942044582867073,bac_regret,0.9854102014799984,0.28114954603183495,0.7042606554481634,False,L1_proto=udp|L2_service=dns,,4296.0,0.8554469273743017,0.0,0.853584729981378,0.0148975791433892,3,0.856531425891182
L1_proto=tcp|L2_service=http,L2,L1_proto=tcp,5297,1362,0.5089673400037757,0.5095447870778267,0.3,0.1,0.49265785609397944,0.6738072054527751,0.5088235294117647,0.9971181556195965,0.0014684287812041115,0.9985315712187959,True,1362,6659,0.5090854482655053,0.49855907780979825,0.49855907780979825,bac_regret,0.005901221715818805,0.28114954603183495,-0.27524832431601615,True,ROOT,,1628.0,0.542997542997543,0.0,0.9981572481572482,0.45792383292383293,3,0.5090854482655053
L1_proto=udp|L2_service=-,L2,L1_proto=udp,5142,1281,0.3710618436406068,0.3840749414519906,0.3,0.1,0.507416081186573,0.6246684350132626,0.46358267716535434,0.9573170731707317,0.0,0.7931303669008587,True,1281,6423,0.37365716954694067,0.6332846455840984,0.6328686100549218,bac_regret,0.12586856439752536,0.28114954603183495,-0.1552809816343096,True,ROOT,,1579.0,0.3641545281823939,0.0,0.7935402153261558,0.47878404053198226,3,0.37365716954694067
L1_proto=others,L1,ROOT,3208,830,0.8095386533665836,0.772289156626506,0.3,0.1,,,,,,,True,0,4038,0.8018821198613175,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,0.8018821198613175
L1_proto=unas|L2_service=-,L2,L1_proto=unas,2239,547,1.0,1.0,0.3,0.1,,,,,,,True,0,2786,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,729.0,1.0,0.0,1.0,0.0,3,1.0
L1_proto=unas,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,2786,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,1.0
L1_proto=tcp|L2_service=smtp,L2,L1_proto=tcp,1187,307,0.6596461668070767,0.6482084690553745,0.3,0.1,0.3517915309446254,0.7865612648221344,0.6482084690553745,1.0,0.0,1.0,True,307,1494,0.6572958500669344,0.5,0.5100502512562815,bac_regret,0.1482084690553746,0.28114954603183495,-0.13294107697646035,True,ROOT,,357.0,0.6554621848739496,0.0,1.0,0.3445378151260504,3,0.6572958500669344
L1_proto=tcp|L2_service=ftp,L2,L1_proto=tcp,997,233,0.5165496489468405,0.4592274678111588,0.3,0.1,0.5407725321888412,0.6294117647058823,0.4592274678111588,1.0,0.0,1.0,True,233,1230,0.5056910569105691,0.5,0.4880952380952381,bac_regret,-0.04077253218884125,0.28114954603183495,-0.3219220782206762,True,ROOT,,322.0,0.5341614906832298,0.0,1.0,0.4658385093167702,3,0.5056910569105691
L1_proto=tcp|L2_service=ftp-data,L2,L1_proto=tcp,890,226,0.3202247191011236,0.35398230088495575,0.3,0.1,0.6460176991150443,0.5245901639344263,0.35555555555555557,1.0,0.004424778761061947,0.995575221238938,True,226,1116,0.3270609318996416,0.5,0.5034246575342466,bac_regret,-0.14601769911504425,0.28114954603183495,-0.4271672451468792,True,ROOT,,280.0,0.29285714285714287,0.0,1.0,0.7071428571428572,3,0.3270609318996416
L1_proto=ospf|L2_service=-,L2,L1_proto=ospf,425,125,0.9529411764705882,0.944,0.3,0.1,0.056,0.9711934156378601,0.944,1.0,0.0,1.0,False,125,550,0.9509090909090909,0.5,0.8855932203389831,bac_regret,0.444,0.28114954603183495,0.16285045396816505,False,L1_proto=ospf|L2_service=-,,126.0,0.9126984126984127,0.0,1.0,0.0873015873015873,3,0.9509090909090909
L1_proto=ospf,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,550,0.9509090909090909,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,0.9509090909090909
L1_proto=tcp|L2_service=pop3,L2,L1_proto=tcp,270,53,1.0,1.0,0.3,0.1,,,,,,,True,0,323,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,100.0,1.0,0.0,1.0,0.0,3,1.0
L1_proto=sctp|L2_service=-,L2,L1_proto=sctp,213,51,1.0,1.0,0.3,0.1,,,,,,,True,0,264,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,60.0,1.0,0.0,1.0,0.0,3,1.0
L1_proto=sctp,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,264,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,1.0
L1_proto=tcp|L2_service=others,L2,L1_proto=tcp,162,34,0.2222222222222222,0.2647058823529412,0.3,0.1,,,,,,,True,0,196,0.22959183673469388,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,0.22959183673469388
L1_proto=any,L1,ROOT,0,13,,1.0,0.3,0.1,,,,,,,True,0,79,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,1.0
L1_proto=any|L2_service=-,L2,L1_proto=any,66,13,1.0,1.0,0.3,0.1,,,,,,,True,0,79,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,17.0,1.0,0.0,1.0,0.0,3,1.0
L1_proto=gre|L2_service=-,L2,L1_proto=gre,52,15,1.0,1.0,0.3,0.1,,,,,,,True,0,67,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,21.0,1.0,0.0,1.0,0.0,3,1.0
L1_proto=gre,L1,ROOT,0,15,,1.0,0.3,0.1,,,,,,,True,0,67,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,1.0
L1_proto=rsvp,L1,ROOT,46,10,1.0,1.0,0.3,0.1,,,,,,,True,0,56,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,1.0
L1_proto=rsvp|L2_service=-,L2,L1_proto=rsvp,46,10,1.0,1.0,0.3,0.1,,,,,,,True,0,56,1.0,,,bac_regret,,0.28114954603183495,,True,ROOT,,8.0,1.0,0.0,1.0,0.0,3,1.0
L1_proto=udp|L2_service=others,L2,L1_proto=udp,37,12,0.972972972972973,1.0,0.3,0.1,,,,,,,True,0,49,0.9795918367346939,,,bac_regret,,0.28114954603183495,,True,ROOT,,,,,,,3,0.9795918367346939
ROOT,L1,,91,90,1.0,1.0,0.3,0.1,,,,,,,False,0,65866,0.5506027388941184,,,bac_regret,,0.27247953723905866,,True,ROOT,,,,,,,4,0.5506027388941184
L1_proto=tcp,L1,ROOT,0,41,,0.1951219512195122,0.3,0.1,,,,,,,True,0,34433,0.3542531873493451,,,bac_regret,,0.27247953723905866,,True,ROOT,,,,,,,4,0.3542531873493451
L1_proto=udp,L1,ROOT,42,10,0.9523809523809523,1.0,0.3,0.1,,,,,,,True,0,23628,0.7242678178432368,,,bac_regret,,0.27247953723905866,,True,ROOT,,,,,,,4,0.7242678178432368
L1_proto=tcp|L2_service=-,L2,L1_proto=tcp,18748,4662,0.2765094943460636,0.2661947661947662,0.3,0.1,0.6177606177606177,0.4640572073767407,0.30272526393321875,0.9935535858178888,0.0,0.8736593736593736,True,4662,23410,0.274455360956856,0.5816934839349601,0.5819919203120698,bac_regret,-0.03606713382565763,0.27247953723905866,-0.3085466710647163,True,ROOT,,5922.0,0.2725430597771023,0.0,0.8774062816616008,0.6180344478216818,4,0.274455360956856
L1_proto=udp|L2_service=dns,L2,L1_proto=udp,13778,3376,0.8545507330526927,0.8584123222748815,0.3,0.1,0.006220379146919431,0.9991368893492146,0.9996545768566494,0.9986197377501725,0.0,0.8575236966824644,False,3376,17154,0.8553107147021103,0.9982638437704838,0.9982634828232428,bac_regret,0.9920434646235644,0.27247953723905866,0.7195639273845058,False,L1_proto=udp|L2_service=dns,,4198.0,0.8604097189137685,0.0,0.8601715102429729,0.0126250595521677,4,0.8553107147021103
L1_proto=tcp|L2_service=http,L2,L1_proto=tcp,5261,1392,0.5192929100931382,0.5186781609195402,0.3,0.1,0.4823994252873563,0.6827651515151515,0.518705035971223,0.9986149584487535,0.0014367816091954023,0.9985632183908046,True,1392,6653,0.5191642867879153,0.49930747922437674,0.5000537478810931,bac_regret,0.01690805393702044,0.27247953723905866,-0.2555714833020382,True,ROOT,,1634.0,0.5018359853121175,0.0,0.996328029375765,0.5,4,0.5191642867879153
L1_proto=udp|L2_service=-,L2,L1_proto=udp,5116,1306,0.37099296325254105,0.3774885145482389,0.3,0.1,0.5382848392036753,0.608187134502924,0.4474187380497132,0.949290060851927,0.0,0.8009188361408882,True,1306,6422,0.37231392089691684,0.6191714756904162,0.6195831430930943,bac_regret,0.08088663648674088,0.27247953723905866,-0.19159290075231777,True,ROOT,,1580.0,0.369620253164557,0.0,0.8018987341772152,0.4854430379746835,4,0.37231392089691684
L1_proto=others,L1,ROOT,3206,824,0.7950717404865877,0.8033980582524272,0.3,0.1,,,,,,,True,0,4030,0.7967741935483871,,,bac_regret,,0.27247953723905866,,True,ROOT,,,,,,,4,0.7967741935483871
L1_proto=unas|L2_service=-,L2,L1_proto=unas,2233,556,1.0,1.0,0.3,0.1,,,,,,,True,0,2789,1.0,,,bac_regret,,0.27247953723905866,,True,ROOT,,726.0,1.0,0.0,1.0,0.0,4,1.0
L1_proto=unas,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,2789,1.0,,,bac_regret,,0.27247953723905866,,True,ROOT,,,,,,,4,1.0
L1_proto=tcp|L2_service=smtp,L2,L1_proto=tcp,1165,291,0.6257510729613734,0.7319587628865979,0.3,0.1,0.26804123711340205,0.8452380952380951,0.7319587628865979,1.0,0.0,1.0,True,291,1456,0.646978021978022,0.5,0.5006319971108704,bac_regret,0.23195876288659795,0.27247953723905866,-0.04052077435246071,True,ROOT,,395.0,0.6936708860759494,0.0,1.0,0.30632911392405066,4,0.646978021978022
