dataset,metric,gain
Hospital,BAC,-0.034782608695652195
Hospital,BAC,-0.02631578947368418
Hospital,BAC,0.015476190476190532
Hospital,BAC,-0.03846153846153855
Hospital,BAC,-0.005952380952380987
Hospital,BAC,-0.0357142857142857
Hospital,BAC,0.007017543859649145
Hospital,BAC,0.0
Hospital,BAC,0.0
Hospital,BAC,-0.019770403742852105
Hospital,BAC,-0.020057971014492804
Hospital,BAC,-0.029851248569697786
Hospital,BAC,-0.018796992481203034
Hospital,BAC,-0.028151260504201747
Hospital,BAC,0.002017654476670794
Hospital,BAC,-0.008349043899811392
Hospital,BAC,-0.03888677087304615
Hospital,BAC,-0.0019351717464924922
Hospital,BAC,-0.02306967984934083
Hospital,BAC,0.005608974358974339
Hospital,BAC,-0.03917050691244239
Hospital,BAC,-0.037835249042145525
Hospital,BAC,0.002564102564102555
Hospital,BAC,1.1102230246251565e-16
Hospital,BAC,0.0
Hospital,BAC,-0.04256756756756763
Hospital,BAC,-0.05882352941176472
Hospital,BAC,-0.026556776556776573
Hospital,BAC,-0.07652173913043481
Hospital,BAC,0.0
Hospital,BAC,-0.019230769230769218
Hospital,BAC,0.010606060606060619
Hospital,BAC,-0.023809523809523836
Hospital,BAC,0.02777777777777779
Hospital,BAC,0.07142857142857151
Hospital,BAC,0.030892448512585824
Hospital,BAC,0.04347826086956519
Hospital,BAC,0.0
Hospital,BAC,0.03333333333333344
Hospital,BAC,0.0
Hospital,BAC,-0.017459062282478177
Hospital,BAC,-0.0214209567805268
Hospital,BAC,-0.01688546423135473
Hospital,BAC,-0.04555084745762705
Hospital,BAC,-0.006183368869935979
Hospital,BAC,-0.018399382398353148
Hospital,BAC,-0.10184899845916795
Hospital,BAC,-0.005036630036630019
Hospital,BAC,-0.010822510822510845
Hospital,BAC,0.012698412698412653
Hospital,BAC,-0.019444444444444486
Hospital,BAC,0.01388888888888895
Hospital,BAC,-0.0026315789473684292
Hospital,BAC,-0.08695652173913049
Hospital,BAC,-0.036996336996336976
Hospital,BAC,-0.012445887445887482
Hospital,BAC,-0.05641025641025632
Hospital,BAC,-0.05851619644723094
Hospital,BAC,-0.021645021645021634
Hospital,BAC,0.018461538461538418
Hospital,BAC,0.03759398496240601
Hospital,BAC,-0.034848484848484795
Hospital,BAC,0.03125
Hospital,BAC,-0.02777777777777779
Hospital,BAC,-0.023809523809523836
Hospital,BAC,-0.0535714285714286
Hospital,BAC,-0.02777777777777779
Hospital,BAC,0.0023809523809523725
Hospital,BAC,-0.0500000000000001
Hospital,BAC,0.0
Hospital,BAC,-0.017606900498732703
Hospital,BAC,-0.0393386380672317
Hospital,BAC,-0.0127506769334913
Hospital,BAC,-0.018476621417797823
Hospital,BAC,-0.013452380952380993
Hospital,BAC,-0.03923330338424669
Hospital,BAC,-0.04035087719298247
Hospital,BAC,-0.06333056478405319
Hospital,BAC,-0.05772005772005773
Hospital,BAC,0.012121212121212088
Hospital,BAC,-0.03684210526315801
Hospital,BAC,-0.010797342192691017
Hospital,BAC,0.0027272727272726893
Hospital,BAC,-0.031862745098039214
Hospital,BAC,-0.003870967741935516
Hospital,BAC,-0.007797270955165692
Hospital,BAC,-0.0357142857142857
Hospital,BAC,-0.015966386554621792
Hospital,BAC,-0.07575757575757569
Hospital,BAC,-0.07352941176470584
Hospital,BAC,-0.007850241545893755
Hospital,BAC,0.0
Hospital,BAC,-0.023809523809523836
Hospital,BAC,0.0
Hospital,BAC,0.0
Hospital,BAC,-0.02777777777777779
Hospital,BAC,-0.04347826086956519
Hospital,BAC,-0.019230769230769273
Hospital,BAC,0.0
Hospital,BAC,-0.052631578947368474
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
